City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,shyroke,47.6917,33.2571,45.95,92,100,4.92,UA,1669342220
274,cuiaba,-15.5961,-56.0967,80.53,78,40,4.61,BR,1669342159
275,sokoni,-6.4333,39.55,78.49,79,4,8.9,TZ,1669342221
276,steinbach,50.1667,8.5667,44.2,91,75,3.44,DE,1669342222
277,ocean city,39.2776,-74.5746,50.99,81,8,9.78,US,1669342011
278,longyearbyen,78.2186,15.6401,30.04,86,75,17.27,SJ,1669342223
279,awbari,26.5921,12.7805,57.94,46,4,3.67,LY,1669342223
280,daru,-9.0763,143.2092,85.84,66,100,4.27,PG,1669342224
281,sligo,54.2697,-8.4694,43.68,83,11,14.56,IE,1669342224
282,ondjiva,-17.0667,15.7333,72.48,67,100,3.83,AO,1669342225
283,talaya,61.3833,152.75,-14.03,92,100,5.26,RU,1669342226
284,college,64.8569,-147.8028,15.75,86,100,0.0,US,1669342226
285,walvis bay,-22.9575,14.5053,59.09,81,7,12.71,NA,1669342227
286,samarai,-10.6167,150.6667,85.37,68,84,7.29,PG,1669342228
287,hualmay,-11.0964,-77.6139,67.17,84,13,8.43,PE,1669342228
288,san felipe,10.3399,-68.7425,71.73,99,62,1.57,VE,1669342228
289,beloha,-25.1667,45.05,72.0,75,4,3.85,MG,1669342229
290,atbasar,51.8,68.3333,25.97,97,100,11.36,KZ,1669342230
291,baft,29.234,56.6057,45.84,48,100,4.34,IR,1669342230
292,kholodnyy,62.7167,147.95,-11.52,90,100,2.91,RU,1669342231
293,tecoanapa,16.5167,-98.75,79.21,78,12,5.64,MX,1669342232
294,ketchikan,55.3422,-131.6461,41.47,87,100,5.75,US,1669342233
295,vila velha,-20.3297,-40.2925,71.94,98,100,3.0,BR,1669342233
296,carnot,4.9409,15.8665,76.62,59,100,1.03,CF,1669342234
297,puqi,29.7167,113.8833,64.87,74,62,1.79,CN,1669342234
298,epe,6.5841,3.9834,74.35,93,25,3.58,NG,1669342235
299,parole,38.9796,-76.5305,50.99,85,0,5.75,US,1669342236
300,lodja,-3.4833,23.4333,68.02,98,100,1.16,CD,1669342237
301,kuryk,43.2,51.65,49.24,52,26,16.31,KZ,1669342238
302,tonj,7.2737,28.6822,76.23,59,20,2.53,SS,1669342238
303,lengshuitan,26.4111,111.5956,63.82,77,99,0.2,CN,1669342239
304,arkhangelsk,64.5401,40.5433,5.11,85,100,0.0,RU,1669342240
305,muroto,33.2833,134.15,61.32,66,12,5.68,JP,1669342241
306,flinders,-34.5833,150.8552,76.17,64,13,8.99,AU,1669342241
307,muswellbrook,-32.2667,150.9,86.32,33,0,5.17,AU,1669342242
308,bronte,37.7895,14.8342,45.54,89,22,5.32,IT,1669342243
309,port keats,-14.25,129.55,89.08,57,71,5.01,AU,1669342243
310,san cristobal,7.7669,-72.225,71.78,91,39,1.86,VE,1669342102
311,saint peters,38.8003,-90.6265,51.35,92,100,0.0,US,1669342245
312,soyo,-6.1349,12.3689,77.99,86,99,5.91,AO,1669342245
313,codrington,-38.2667,141.9667,67.1,57,100,2.62,AU,1669342246
